edr_chave,edr,ano,alvo,rendimento_a1,rendimento_a2,capacidade,previsto
LIMEIRA,Limeira,2018,4338.2,4064.0,3841.2,621.0,3557.4209798283036
MOGI MIRIM,Mogi Mirim,2018,4552.4,5202.7,4964.7,1430.0,5281.571636122708
ORLANDIA,Orlândia,2018,3062.0,3778.8,3148.1,8080.0,4620.529249201105
OURINHOS,Ourinhos,2018,3525.5,5534.2,3818.8,65356.0,4095.236192109994
PRESIDENTE PRUDENTE,Presidente Prudente,2018,3678.5,3992.9,3513.1,42810.0,4890.5782984943935
PRESIDENTE VENCESLAU,Presidente Venceslau,2018,3130.4,2686.9,3788.0,6872.0,3446.3753581019796
SOROCABA,Sorocaba,2018,5828.0,7682.9,5407.5,3859.0,6019.209087614138
SAO JOSE DO RIO PRETO,São José do Rio Preto,2018,3011.8,4835.0,3151.8,4234.0,3579.636594774496
SAO JOAO DA BOA VISTA,São João da Boa Vista,2018,3919.8,5387.3,5625.3,3152.4,5067.647836484022
ANDRADINA,Andradina,2019,6705.6,3814.7,5219.0,1854.0,3856.668530191359
ARARAQUARA,Araraquara,2019,3782.7,4482.4,4014.9,2200.0,4400.301882399512
ARACATUBA,Araçatuba,2019,3653.2,2222.0,5293.7,25012.0,4245.637156565837
ASSIS,Assis,2019,5279.2,2893.3,4855.5,138435.0,3606.8744628217287
AVARE,Avaré,2019,5219.5,4732.2,6352.6,22560.0,5617.10509130183
BARRETOS,Barretos,2019,5752.2,3892.7,4536.4,17102.0,4283.324071279532
BOTUCATU,Botucatu,2019,3685.0,3497.5,3738.2,3792.6,3976.4926692318863
CAMPINAS,Campinas,2019,4556.2,4412.1,4480.6,1120.0,4571.502156991204
FERNANDOPOLIS,Fernandópolis,2019,3391.6,3438.0,2900.0,943.0,3581.5658084463876
FRANCA,Franca,2019,5543.7,6361.0,5047.8,1420.0,5759.639167106452
GENERAL SALGADO,General Salgado,2019,3599.1,4035.8,4449.4,3742.9,4339.277437860401
ITAPETININGA,Itapetininga,2019,5035.8,5408.4,6263.6,33495.0,5357.661879588212
ITAPEVA,Itapeva,2019,7109.3,4199.2,8006.6,68900.0,5402.2549693109695
LIMEIRA,Limeira,2019,4098.7,4338.2,4064.0,2761.0,4432.00995604575
MOGI MIRIM,Mogi Mirim,2019,5400.0,4552.4,5202.7,1100.0,4999.323540339812
ORLANDIA,Orlândia,2019,3726.4,3062.0,3778.8,4240.0,3689.275904728182
OURINHOS,Ourinhos,2019,5600.1,3525.5,5534.2,68287.0,4464.747752200666
PRESIDENTE PRUDENTE,Presidente Prudente,2019,4282.9,3678.5,3992.9,42960.0,3599.879374701586
PRESIDENTE VENCESLAU,Presidente Venceslau,2019,4270.0,3130.4,2686.9,5720.0,3127.1647145230954
SOROCABA,Sorocaba,2019,7114.1,5828.0,7682.9,7009.0,5859.510130085044
SAO JOSE DO RIO PRETO,São José do Rio Preto,2019,3983.6,3011.8,4835.0,3344.0,4002.0335970569067
SAO JOAO DA BOA VISTA,São João da Boa Vista,2019,4451.0,3919.8,5387.3,2630.0,5065.341640696
ANDRADINA,Andradina,2020,7146.3,6705.6,3814.7,2252.0,5643.183324265465
ARARAQUARA,Araraquara,2020,3511.3,3782.7,4482.4,4500.0,4349.345558898207
ARACATUBA,Araçatuba,2020,3746.2,3653.2,2222.0,23009.0,3765.0249477780253
ASSIS,Assis,2020,3770.7,5279.2,2893.3,127645.0,3670.30258108151
AVARE,Avaré,2020,4347.5,5219.5,4732.2,19980.0,4617.593469205525
BARRETOS,Barretos,2020,4675.5,5752.2,3892.7,16479.0,3130.4576816117283
BOTUCATU,Botucatu,2020,4377.3,3685.0,3497.5,3790.0,3836.751833344265
CAMPINAS,Campinas,2020,4221.4,4556.2,4412.1,840.0,4506.605607737804
FERNANDOPOLIS,Fernandópolis,2020,3143.8,3391.6,3438.0,1210.0,3664.963680128013
FRANCA,Franca,2020,4569.9,5543.7,6361.0,965.0,4785.870524187062
GENERAL SALGADO,General Salgado,2020,4110.5,3599.1,4035.8,3726.0,3863.147363150951
ITAPETININGA,Itapetininga,2020,4304.0,5035.8,5408.4,30910.0,4573.537966228333
ITAPEVA,Itapeva,2020,5958.7,7109.3,4199.2,66800.0,5342.964965965317
LIMEIRA,Limeira,2020,5095.6,4098.7,4338.2,2935.0,4446.360642681543
MOGI MIRIM,Mogi Mirim,2020,5676.9,5400.0,4552.4,1300.0,4648.558522702949
ORLANDIA,Orlândia,2020,4003.7,3726.4,3062.0,8070.0,3413.9519254138895
OURINHOS,Ourinhos,2020,3076.8,5600.1,3525.5,85000.0,4156.512124478765
PRESIDENTE PRUDENTE,Presidente Prudente,2020,4721.2,4282.9,3678.5,51330.0,3925.5011981385137
PRESIDENTE VENCESLAU,Presidente Venceslau,2020,4702.9,4270.0,3130.4,7206.0,3770.631570395118
SOROCABA,Sorocaba,2020,7225.7,7114.1,5828.0,5224.0,5465.1584320204065
SAO JOSE DO RIO PRETO,São José do Rio Preto,2020,3398.5,3983.6,3011.8,2707.0,3450.9013949273726
SAO JOAO DA BOA VISTA,São João da Boa Vista,2020,4609.6,4451.0,3919.8,2490.0,4627.381303011717
ANDRADINA,Andradina,2021,6253.3,7146.3,6705.6,2440.0,6628.692450713268
ARARAQUARA,Araraquara,2021,2262.9,3511.3,3782.7,3370.0,4272.207567930365
ARACATUBA,Araçatuba,2021,2472.7,3746.2,3653.2,20907.0,4284.400410612666
ASSIS,Assis,2021,2343.7,3770.7,5279.2,138695.0,4611.593549213402
AVARE,Avaré,2021,5200.5,4347.5,5219.5,18973.0,5553.11274130718
BARRETOS,Barretos,2021,2499.5,4675.5,5752.2,16753.0,4661.361563808548
BOTUCATU,Botucatu,2021,4087.6,4377.3,3685.0,3150.0,4369.54843352086
CAMPINAS,Campinas,2021,4956.5,4221.4,4556.2,1810.0,4878.308952519246
FERNANDOPOLIS,Fernandópolis,2021,2485.7,3143.8,3391.6,1400.0,3480.099311312223
FRANCA,Franca,2021,4484.6,4569.9,5543.7,2985.0,5742.479632508186
GENERAL SALGADO,General Salgado,2021,2623.4,4110.5,3599.1,3390.43,3846.416769703952
ITAPETININGA,Itapetininga,2021,4879.5,4304.0,5035.8,32725.0,5492.798074488254
ITAPEVA,Itapeva,2021,5141.2,5958.7,7109.3,70520.0,6464.964163719944
LIMEIRA,Limeira,2021,4649.7,5095.6,4098.7,2670.0,4086.909912990837
MOGI MIRIM,Mogi Mirim,2021,5369.3,5676.9,5400.0,1370.0,5013.348224341277
ORLANDIA,Orlândia,2021,2125.3,4003.7,3726.4,10690.0,3723.978998729298
OURINHOS,Ourinhos,2021,2416.8,3076.8,5600.1,72450.0,3682.2249503759745
PRESIDENTE PRUDENTE,Presidente Prudente,2021,2160.5,4721.2,4282.9,49870.0,4689.523828207132
PRESIDENTE VENCESLAU,Presidente Venceslau,2021,2133.3,4702.9,4270.0,7972.0,3835.3470994075137
SOROCABA,Sorocaba,2021,6672.2,7225.7,7114.1,7724.0,6273.629205784058
SAO JOSE DO RIO PRETO,São José do Rio Preto,2021,2238.3,3398.5,3983.6,1656.0,4038.4862504833363
SAO JOAO DA BOA VISTA,São João da Boa Vista,2021,6625.2,4609.6,4451.0,5470.0,4171.876300481806
ANDRADINA,Andradina,2022,7679.6,6253.3,7146.3,2105.0,5144.302644286929
ARARAQUARA,Araraquara,2022,4879.0,2262.9,3511.3,3340.0,2655.909544213865
ARACATUBA,Araçatuba,2022,3622.6,2472.7,3746.2,10309.0,2972.8569022884735
ASSIS,Assis,2022,4418.7,2343.7,3770.7,135185.0,4521.068085218338
AVARE,Avaré,2022,5252.8,5200.5,4347.5,29297.0,5396.500430813893
BARRETOS,Barretos,2022,4287.4,2499.5,4675.5,19460.0,3549.031141114407
BOTUCATU,Botucatu,2022,6033.9,4087.6,4377.3,4531.0,4293.879242579079
CAMPINAS,Campinas,2022,3803.8,4956.5,4221.4,1060.0,4539.858757033136
FERNANDOPOLIS,Fernandópolis,2022,3847.9,2485.7,3143.8,1461.0,2659.8946368544425
FRANCA,Franca,2022,4593.8,4484.6,4569.9,3680.0,5256.902240889112
GENERAL SALGADO,General Salgado,2022,4534.7,2623.4,4110.5,2983.2,3061.3687892567827
ITAPETININGA,Itapetininga,2022,4133.2,4879.5,4304.0,29150.0,4551.645666348139
ITAPEVA,Itapeva,2022,5041.0,5141.2,5958.7,52298.5,5567.996372414977
LIMEIRA,Limeira,2022,5604.3,4649.7,5095.6,4820.0,5172.312271983697
MOGI MIRIM,Mogi Mirim,2022,5243.1,5369.3,5676.9,1090.0,5103.76624925415
ORLANDIA,Orlândia,2022,4168.2,2125.3,4003.7,8500.0,3015.5135828169664
OURINHOS,Ourinhos,2022,4642.5,2416.8,3076.8,86400.0,3458.525553550546
PRESIDENTE PRUDENTE,Presidente Prudente,2022,3836.4,2160.5,4721.2,54260.0,4615.653123604923
PRESIDENTE VENCESLAU,Presidente Venceslau,2022,4341.9,2133.3,4702.9,8183.0,4086.361109922359
SOROCABA,Sorocaba,2022,5622.2,6672.2,7225.7,6663.0,6001.281313974644
SAO JOSE DO RIO PRETO,São José do Rio Preto,2022,3978.9,2238.3,3398.5,2130.0,3005.1978386315222
SAO JOAO DA BOA VISTA,São João da Boa Vista,2022,4684.1,6625.2,4609.6,2900.0,5842.914724615938
ANDRADINA,Andradina,2023,7347.9,7679.6,6253.3,1460.0,5964.937323516109
ARARAQUARA,Araraquara,2023,2305.3,4879.0,2262.9,2090.0,4277.127998933419
ARACATUBA,Araçatuba,2023,3754.8,3622.6,2472.7,6570.0,4100.249423151116
ASSIS,Assis,2023,5846.3,4418.7,2343.7,136492.0,4297.437566663114
AVARE,Avaré,2023,5556.6,5252.8,5200.5,15560.0,5251.049427225703
BARRETOS,Barretos,2023,4174.8,4287.4,2499.5,7870.0,4558.8747781347165
BOTUCATU,Botucatu,2023,3592.9,6033.9,4087.6,4407.0,4527.0661861185035
CAMPINAS,Campinas,2023,4364.2,3803.8,4956.5,2320.0,4874.0083853628075
FERNANDOPOLIS,Fernandópolis,2023,3494.7,3847.9,2485.7,1210.0,3389.494287549946
FRANCA,Franca,2023,4867.2,4593.8,4484.6,4482.0,4878.217374247749
GENERAL SALGADO,General Salgado,2023,3942.5,4534.7,2623.4,2782.0,3906.346127314138
ITAPETININGA,Itapetininga,2023,4414.1,4133.2,4879.5,15247.32,5163.4329633789375
ITAPEVA,Itapeva,2023,3273.6,5041.0,5141.2,66834.0,5058.708865248115
LIMEIRA,Limeira,2023,6857.4,5604.3,4649.7,6110.0,5563.463306290481
MOGI MIRIM,Mogi Mirim,2023,5025.0,5243.1,5369.3,800.0,4822.308477205526
ORLANDIA,Orlândia,2023,3909.1,4168.2,2125.3,8560.0,4385.190575509039
OURINHOS,Ourinhos,2023,5319.0,4642.5,2416.8,88880.0,4225.216324325202
PRESIDENTE PRUDENTE,Presidente Prudente,2023,4316.8,3836.4,2160.5,55940.0,4094.1647364922674
PRESIDENTE VENCESLAU,Presidente Venceslau,2023,5121.0,4341.9,2133.3,8515.0,4764.22722327291
SOROCABA,Sorocaba,2023,5119.3,5622.2,6672.2,5788.0,6352.851108578312
SAO JOSE DO RIO PRETO,São José do Rio Preto,2023,3939.9,3978.9,2238.3,2690.0,4123.961053443205
SAO JOAO DA BOA VISTA,São João da Boa Vista,2023,6820.8,4684.1,6625.2,8041.0,5600.942328161953
ANDRADINA,Andradina,2024,4714.3,7347.9,7679.6,840.0,6694.235775635984
ARARAQUARA,Araraquara,2024,1582.8,2305.3,4879.0,2680.0,2813.813982759954
ARACATUBA,Araçatuba,2024,2645.6,3754.8,3622.6,5444.7,3723.450794435095
ASSIS,Assis,2024,3283.3,5846.3,4418.7,134325.0,3995.0905832017797
AVARE,Avaré,2024,4735.7,5556.6,5252.8,15400.0,4320.107806256473
BARRETOS,Barretos,2024,3638.6,4174.8,4287.4,5869.5,3887.213811869062
BOTUCATU,Botucatu,2024,3145.8,3592.9,6033.9,4650.4,3919.0120619715076
CAMPINAS,Campinas,2024,5150.0,4364.2,3803.8,2100.0,3920.8704739612162
FERNANDOPOLIS,Fernandópolis,2024,3758.1,3494.7,3847.9,1304.0,3715.6101519638687
FRANCA,Franca,2024,4559.2,4867.2,4593.8,3190.0,4077.711428826823
GENERAL SALGADO,General Salgado,2024,3393.8,3942.5,4534.7,2596.0,4427.474362014971
ITAPETININGA,Itapetininga,2024,4331.2,4414.1,4133.2,12770.42,3338.8333452806687
ITAPEVA,Itapeva,2024,6842.5,3273.6,5041.0,48826.0,4200.186298897639
LIMEIRA,Limeira,2024,5723.2,6857.4,5604.3,5905.0,6162.570269322786
MOGI MIRIM,Mogi Mirim,2024,5014.3,5025.0,5243.1,1120.0,4917.172158941119
ORLANDIA,Orlândia,2024,3527.5,3909.1,4168.2,7450.0,3796.212029766164
OURINHOS,Ourinhos,2024,3316.6,5319.0,4642.5,87000.0,3918.6909357587842
PRESIDENTE PRUDENTE,Presidente Prudente,2024,3508.2,4316.8,3836.4,43680.0,4092.8790390181584
PRESIDENTE VENCESLAU,Presidente Venceslau,2024,4339.0,5121.0,4341.9,6803.0,4420.643591150271
SOROCABA,Sorocaba,2024,4748.3,5119.3,5622.2,4499.0,4765.193143373298
SAO JOSE DO RIO PRETO,São José do Rio Preto,2024,3000.0,3939.9,3978.9,1850.0,3723.7724152403302
SAO JOAO DA BOA VISTA,São João da Boa Vista,2024,6503.6,6820.8,4684.1,9650.0,5551.4677801942535
ANDRADINA,Andradina,2025,4624.0,4714.3,7347.9,1040.0,5895.412325876174
ARARAQUARA,Araraquara,2025,2741.4,1582.8,2305.3,2970.0,2666.864284790125
ARACATUBA,Araçatuba,2025,5008.3,2645.6,3754.8,1177.6,2931.1671701300543
ASSIS,Assis,2025,4365.3,3283.3,5846.3,127825.0,4283.921702679038
AVARE,Avaré,2025,5644.3,4735.7,5556.6,32740.0,4465.446387727941
BARRETOS,Barretos,2025,5503.1,3638.6,4174.8,3840.0,3047.4516880061105
BOTUCATU,Botucatu,2025,3162.6,3145.8,3592.9,4834.0,3027.9109990739175
CAMPINAS,Campinas,2025,4716.3,5150.0,4364.2,1863.0,4282.934968022729
FERNANDOPOLIS,Fernandópolis,2025,3970.6,3758.1,3494.7,1020.0,2932.914938072877
FRANCA,Franca,2025,5513.5,4559.2,4867.2,3250.0,4114.09390089009
GENERAL SALGADO,General Salgado,2025,4904.5,3393.8,3942.5,2625.0,3847.496672857944
ITAPETININGA,Itapetininga,2025,6282.5,4331.2,4414.1,20902.0,3122.2417464337595
ITAPEVA,Itapeva,2025,6243.1,6842.5,3273.6,60543.0,5072.441822577805
LIMEIRA,Limeira,2025,5476.3,5723.2,6857.4,5195.0,4814.882541109675
MOGI MIRIM,Mogi Mirim,2025,5715.5,5014.3,5025.0,2974.0,4143.359224971707
ORLANDIA,Orlândia,2025,4082.5,3527.5,3909.1,6330.0,3354.153051655284
OURINHOS,Ourinhos,2025,4884.5,3316.6,5319.0,77750.0,3639.468714368978
PRESIDENTE PRUDENTE,Presidente Prudente,2025,4978.6,3508.2,4316.8,38426.12,4002.83850255871
PRESIDENTE VENCESLAU,Presidente Venceslau,2025,4980.6,4339.0,5121.0,4792.0,4711.910649682422
SOROCABA,Sorocaba,2025,5897.5,4748.3,5119.3,5458.0,4877.067556565924
SAO JOSE DO RIO PRETO,São José do Rio Preto,2025,4471.9,3000.0,3939.9,1163.1,2772.2421780506215
SAO JOAO DA BOA VISTA,São João da Boa Vista,2025,7067.0,6503.6,6820.8,7400.0,5696.847393542212
